,school_name,type,student_name,budget
8118,Hernandez High School,District,Brenda Ritter,3022020
8119,Hernandez High School,District,Manuel Shepherd,3022020
8120,Hernandez High School,District,Patrick Wilson,3022020
8121,Hernandez High School,District,Derek Mitchell,3022020
8122,Hernandez High School,District,Jill Tanner,3022020
8123,Hernandez High School,District,Matthew Davis,3022020
8124,Hernandez High School,District,Jessica Bailey,3022020
8125,Hernandez High School,District,Peter Foster,3022020
8126,Hernandez High School,District,Jane Shaw,3022020
8127,Hernandez High School,District,George Ruiz,3022020
8128,Hernandez High School,District,Tamara Bell,3022020
8129,Hernandez High School,District,Mr. Christopher Quinn,3022020
8130,Hernandez High School,District,Mrs. Jacqueline Rose,3022020
8131,Hernandez High School,District,James Phillips,3022020
8132,Hernandez High School,District,Paul Beard,3022020
8133,Hernandez High School,District,Katherine Fitzgerald,3022020
8134,Hernandez High School,District,Dana Bolton,3022020
8135,Hernandez High School,District,Sarah Ruiz,3022020
8136,Hernandez High School,District,Alexander Moore,3022020
8137,Hernandez High School,District,Bethany White,3022020
8138,Hernandez High School,District,Christopher Evans,3022020
8139,Hernandez High School,District,Andrew Tran,3022020
8140,Hernandez High School,District,Mrs. Angela Gray,3022020
8141,Hernandez High School,District,Mrs. Tara Carpenter,3022020
8142,Hernandez High School,District,Carl Johnson,3022020
8143,Hernandez High School,District,Dan Williams,3022020
8144,Hernandez High School,District,Nancy Clark,3022020
8145,Hernandez High School,District,Kari Bradford,3022020
8146,Hernandez High School,District,Amanda Stewart,3022020
8147,Hernandez High School,District,Jane Roberts,3022020
8148,Hernandez High School,District,Randy Holt,3022020
8149,Hernandez High School,District,Sean Daniels,3022020
8150,Hernandez High School,District,Karen Clark,3022020
8151,Hernandez High School,District,Nicholas Munoz,3022020
8152,Hernandez High School,District,Sarah Reed,3022020
8153,Hernandez High School,District,Tammy Jackson,3022020
8154,Hernandez High School,District,Theresa Suarez,3022020
8155,Hernandez High School,District,Nathan Campbell,3022020
8156,Hernandez High School,District,Lori Bruce,3022020
8157,Hernandez High School,District,Jessica Fernandez,3022020
8158,Hernandez High School,District,Ronald Gray,3022020
8159,Hernandez High School,District,Lisa Whitney,3022020
8160,Hernandez High School,District,Amy Johnson,3022020
8161,Hernandez High School,District,William Rich,3022020
8162,Hernandez High School,District,Jim Garcia,3022020
8163,Hernandez High School,District,Samantha Smith,3022020
8164,Hernandez High School,District,Ashley Fernandez,3022020
8165,Hernandez High School,District,John Preston,3022020
8166,Hernandez High School,District,Sherry Davis,3022020
8167,Hernandez High School,District,Jordan Hernandez,3022020
8168,Hernandez High School,District,Steven Wright,3022020
8169,Hernandez High School,District,Jason Hatfield,3022020
8170,Hernandez High School,District,Beth Joseph,3022020
8171,Hernandez High School,District,Jennifer Perry,3022020
8172,Hernandez High School,District,Arthur Browning,3022020
8173,Hernandez High School,District,Angela Moore,3022020
8174,Hernandez High School,District,Joy Gardner,3022020
8175,Hernandez High School,District,Erin Mason,3022020
8176,Hernandez High School,District,John Reyes,3022020
8177,Hernandez High School,District,Zachary Davis,3022020
8178,Hernandez High School,District,Rebecca Jones,3022020
8179,Hernandez High School,District,Thomas Johnson,3022020
8180,Hernandez High School,District,Christopher Leonard,3022020
8181,Hernandez High School,District,Jennifer Hernandez,3022020
8182,Hernandez High School,District,Robert Gonzales,3022020
8183,Hernandez High School,District,Raymond Mullins,3022020
8184,Hernandez High School,District,Robert White,3022020
8185,Hernandez High School,District,Alyssa Velasquez,3022020
8186,Hernandez High School,District,Shannon Stevenson MD,3022020
8187,Hernandez High School,District,Judith Sandoval,3022020
8188,Hernandez High School,District,Mariah Riley,3022020
8189,Hernandez High School,District,Garrett Henderson,3022020
8190,Hernandez High School,District,Tim White,3022020
8191,Hernandez High School,District,Amy Adams,3022020
8192,Hernandez High School,District,Michael Russell,3022020
8193,Hernandez High School,District,Victoria Richards,3022020
8194,Hernandez High School,District,Jose Harrell,3022020
8195,Hernandez High School,District,Linda Cardenas,3022020
8196,Hernandez High School,District,Jeffrey Hughes,3022020
8197,Hernandez High School,District,Stacy Williams,3022020
8198,Hernandez High School,District,Ashley Gonzalez,3022020
8199,Hernandez High School,District,Renee Torres,3022020
8200,Hernandez High School,District,Brian Knight,3022020
8201,Hernandez High School,District,Jeffrey Chapman,3022020
8202,Hernandez High School,District,Andrea Baker,3022020
8203,Hernandez High School,District,Michael Marsh,3022020
8204,Hernandez High School,District,Melissa Ryan,3022020
8205,Hernandez High School,District,Gilbert Robinson,3022020
8206,Hernandez High School,District,Karen Nunez,3022020
8207,Hernandez High School,District,Kevin Scott,3022020
8208,Hernandez High School,District,Glenda Mills,3022020
8209,Hernandez High School,District,Susan Lee,3022020
8210,Hernandez High School,District,Carolyn Garcia,3022020
8211,Hernandez High School,District,Maria Gonzales,3022020
8212,Hernandez High School,District,Andrew Baker,3022020
8213,Hernandez High School,District,Brandy Carter,3022020
8214,Hernandez High School,District,Kaitlin Warner MD,3022020
8215,Hernandez High School,District,Melissa Ortiz,3022020
8216,Hernandez High School,District,Megan Fowler,3022020
8217,Hernandez High School,District,Eric Gardner,3022020
8218,Hernandez High School,District,Theresa Reed,3022020
8219,Hernandez High School,District,Richard Jones,3022020
8220,Hernandez High School,District,David Walker,3022020
8221,Hernandez High School,District,Christopher Gibson,3022020
8222,Hernandez High School,District,Thomas Carter,3022020
8223,Hernandez High School,District,Kiara Johnson,3022020
8224,Hernandez High School,District,Robin Williams,3022020
8225,Hernandez High School,District,Jason Myers,3022020
8226,Hernandez High School,District,Richard Ruiz,3022020
8227,Hernandez High School,District,Anthony Carter,3022020
8228,Hernandez High School,District,Sara Oliver,3022020
8229,Hernandez High School,District,Phillip Lopez,3022020
8230,Hernandez High School,District,Katherine Turner,3022020
8231,Hernandez High School,District,Keith Garcia,3022020
8232,Hernandez High School,District,James Paul,3022020
8233,Hernandez High School,District,Sean Hines,3022020
8234,Hernandez High School,District,Nicole Shelton,3022020
8235,Hernandez High School,District,Emily White,3022020
8236,Hernandez High School,District,Lauren Rodriguez,3022020
8237,Hernandez High School,District,Tyrone Porter,3022020
8238,Hernandez High School,District,Katherine Lopez,3022020
8239,Hernandez High School,District,Betty Cox,3022020
8240,Hernandez High School,District,Wendy Johnson,3022020
8241,Hernandez High School,District,Dalton Wiggins,3022020
8242,Hernandez High School,District,Matthew Scott,3022020
8243,Hernandez High School,District,Desiree Manning,3022020
8244,Hernandez High School,District,Rachel Lee,3022020
8245,Hernandez High School,District,Gloria Nguyen,3022020
8246,Hernandez High School,District,Jose Miller,3022020
8247,Hernandez High School,District,Sabrina Perry,3022020
8248,Hernandez High School,District,Charles Randall,3022020
8249,Hernandez High School,District,Dr. Jessica Fowler MD,3022020
8250,Hernandez High School,District,Stacey Sanders,3022020
8251,Hernandez High School,District,Andrew Roberts,3022020
8252,Hernandez High School,District,John Garcia,3022020
8253,Hernandez High School,District,Matthew Atkinson,3022020
8254,Hernandez High School,District,Amy Garcia,3022020
8255,Hernandez High School,District,Dylan Blake,3022020
8256,Hernandez High School,District,David Acosta,3022020
8257,Hernandez High School,District,Benjamin Brock,3022020
8258,Hernandez High School,District,Thomas Rogers,3022020
8259,Hernandez High School,District,Erin Lee,3022020
8260,Hernandez High School,District,Desiree Proctor,3022020
8261,Hernandez High School,District,Amanda Monroe,3022020
8262,Hernandez High School,District,Richard Jensen,3022020
8263,Hernandez High School,District,Gina Hoffman,3022020
8264,Hernandez High School,District,Steve Moran,3022020
8265,Hernandez High School,District,Mrs. Catherine Armstrong,3022020
8266,Hernandez High School,District,Christopher Austin,3022020
8267,Hernandez High School,District,Mallory Martin,3022020
8268,Hernandez High School,District,Cindy Butler,3022020
8269,Hernandez High School,District,Catherine Nelson,3022020
8270,Hernandez High School,District,Yvonne Foster,3022020
8271,Hernandez High School,District,Eric Flores,3022020
8272,Hernandez High School,District,Caitlin Brown,3022020
8273,Hernandez High School,District,Karen Massey,3022020
8274,Hernandez High School,District,Debra Roberts,3022020
8275,Hernandez High School,District,Elizabeth Smith,3022020
8276,Hernandez High School,District,Cynthia Chapman,3022020
8277,Hernandez High School,District,Nathan Johnson,3022020
8278,Hernandez High School,District,Shannon Burgess,3022020
8279,Hernandez High School,District,Nicole Shaw,3022020
8280,Hernandez High School,District,Carrie Gardner,3022020
8281,Hernandez High School,District,Karen Sanchez,3022020
8282,Hernandez High School,District,Kevin Lucas,3022020
8283,Hernandez High School,District,Julia Solis,3022020
8284,Hernandez High School,District,Curtis Fisher,3022020
8285,Hernandez High School,District,Kathleen Cardenas,3022020
8286,Hernandez High School,District,Christian Moore,3022020
8287,Hernandez High School,District,Kelly Grant,3022020
8288,Hernandez High School,District,Dawn Massey,3022020
8289,Hernandez High School,District,Michelle Barber,3022020
8290,Hernandez High School,District,Stephanie Webb,3022020
8291,Hernandez High School,District,Darren Day,3022020
8292,Hernandez High School,District,Peter Gutierrez,3022020
8293,Hernandez High School,District,Samantha Gardner,3022020
8294,Hernandez High School,District,Sheila Mitchell,3022020
8295,Hernandez High School,District,Robert Hamilton,3022020
8296,Hernandez High School,District,Alexis Jacobs,3022020
8297,Hernandez High School,District,Stephen Johnson,3022020
8298,Hernandez High School,District,Elizabeth Rivers,3022020
8299,Hernandez High School,District,Anna Martinez,3022020
8300,Hernandez High School,District,Joshua Vasquez,3022020
8301,Hernandez High School,District,Christine Parker,3022020
8302,Hernandez High School,District,Christine Foley,3022020
8303,Hernandez High School,District,Holly Hanna,3022020
8304,Hernandez High School,District,Albert Dixon,3022020
8305,Hernandez High School,District,Dana Hart,3022020
8306,Hernandez High School,District,Christopher Wong,3022020
8307,Hernandez High School,District,David Yu,3022020
8308,Hernandez High School,District,George Marsh,3022020
8309,Hernandez High School,District,Karen Schmidt,3022020
8310,Hernandez High School,District,Dennis Howard,3022020
8311,Hernandez High School,District,Lisa Willis,3022020
8312,Hernandez High School,District,Danny Cruz,3022020
8313,Hernandez High School,District,Kristen Ray,3022020
8314,Hernandez High School,District,David Riley,3022020
8315,Hernandez High School,District,Gary Gray,3022020
8316,Hernandez High School,District,Stephanie Rodriguez,3022020
8317,Hernandez High School,District,Crystal Good,3022020
8318,Hernandez High School,District,Rebecca Banks,3022020
8319,Hernandez High School,District,Joshua Dunlap,3022020
8320,Hernandez High School,District,Debbie Chen,3022020
8321,Hernandez High School,District,Scott Howard,3022020
8322,Hernandez High School,District,Evelyn Willis,3022020
8323,Hernandez High School,District,Angela Decker,3022020
8324,Hernandez High School,District,Walter Parker,3022020
8325,Hernandez High School,District,Stuart Bowman,3022020
8326,Hernandez High School,District,Judy Murphy,3022020
8327,Hernandez High School,District,Sarah Cooper,3022020
8328,Hernandez High School,District,John Mullins DDS,3022020
8329,Hernandez High School,District,Mary Hampton,3022020
8330,Hernandez High School,District,Michael Martinez,3022020
8331,Hernandez High School,District,James Alexander,3022020
8332,Hernandez High School,District,Gregory Chavez,3022020
8333,Hernandez High School,District,Linda Steele,3022020
8334,Hernandez High School,District,Walter Allen,3022020
8335,Hernandez High School,District,Jonathan Cohen,3022020
8336,Hernandez High School,District,Aaron Boyer,3022020
8337,Hernandez High School,District,Jessica Lawrence,3022020
8338,Hernandez High School,District,Lori Morris,3022020
8339,Hernandez High School,District,Claudia West,3022020
8340,Hernandez High School,District,Cynthia Sanchez,3022020
8341,Hernandez High School,District,Alice Miller,3022020
8342,Hernandez High School,District,Jeffrey Shannon,3022020
8343,Hernandez High School,District,Jenna Miller,3022020
8344,Hernandez High School,District,Haley Wright,3022020
8345,Hernandez High School,District,Michael Mendoza,3022020
8346,Hernandez High School,District,Aaron Lawson,3022020
